,km,delta_year,target,lower,upper,90.0 percentile variation,model
87,-1.4439230855242335,3,346470000.0,324899630.0,368040370.0,-6.0,honda crv (2012-2017) 2.4 i-vtec at
88,-0.1419988132778925,5,272634275.0,251063905.0,294204644.0,-8.0,honda crv (2012-2017) 2.4 i-vtec at
89,1.013606889802567,8,166520000.0,144949630.0,188090370.0,-13.0,honda crv (2012-2017) 2.4 i-vtec at
90,-0.15163202130488418,7,224688861.0,203118491.0,246259231.0,-10.0,honda crv (2012-2017) 2.4 i-vtec at
91,0.6271660722578402,12,147970000.0,126399630.0,169540370.0,-15.0,honda crv (2012-2017) 2.4 i-vtec at
92,-1.6604300680311361,3,335430000.0,313859630.0,357000370.0,-6.0,honda crv (2012-2017) 2.4 i-vtec at
93,-1.0441575944093633,7,244760000.0,223189630.0,266330370.0,-9.0,honda crv (2012-2017) 2.4 i-vtec at
94,-0.3780503359550431,6,237325040.0,215754670.0,258895410.0,-9.0,honda crv (2012-2017) 2.4 i-vtec at
95,-0.7036578240694761,4,338346667.0,316776297.0,359917037.0,-6.0,honda crv (2012-2017) 2.4 i-vtec at
96,-0.8975356171166474,6,262045667.0,240475297.0,283616037.0,-8.0,honda crv (2012-2017) 2.4 i-vtec at
97,0.6281015806489129,6,274657083.0,253086713.0,296227453.0,-8.0,honda crv (2012-2017) 2.4 i-vtec at
98,-0.034364780283394805,8,173297000.0,151726630.0,194867370.0,-12.0,honda crv (2012-2017) 2.4 i-vtec at
99,-0.07259420426452717,7,264064250.0,242493880.0,285634620.0,-8.0,honda crv (2012-2017) 2.4 i-vtec at
100,-0.5655312743281228,7,218216976.0,196646606.0,239787346.0,-10.0,honda crv (2012-2017) 2.4 i-vtec at
101,-0.12270711321333957,6,268343944.0,246773574.0,289914314.0,-8.0,honda crv (2012-2017) 2.4 i-vtec at
102,-0.17501973108170127,9,156851119.0,135280749.0,178421489.0,-14.0,honda crv (2012-2017) 2.4 i-vtec at
103,-0.1567899594610687,8,179159833.0,157589463.0,200730203.0,-12.0,honda crv (2012-2017) 2.4 i-vtec at
104,0.6280004446066347,11,150373917.0,128803547.0,171944287.0,-14.0,honda crv (2012-2017) 2.4 i-vtec at
105,0.10353421336283267,8,179157833.0,157587463.0,200728203.0,-12.0,honda crv (2012-2017) 2.4 i-vtec at
106,-0.9767757062415606,9,175772952.0,154202582.0,197343322.0,-12.0,honda crv (2012-2017) 2.4 i-vtec at
107,1.0825816706362503,9,159161222.0,137590852.0,180731592.0,-14.0,honda crv (2012-2017) 2.4 i-vtec at
108,-0.8194886072192027,7,165496988.0,153607954.0,177386021.0,-7.0,honda freed (2009-2014) psd
109,0.596743102754765,6,148450000.0,136560967.0,160339033.0,-8.0,honda freed (2009-2014) psd
110,-0.6419024619114423,5,207006000.0,195116967.0,218895033.0,-6.0,honda freed (2009-2014) psd
111,0.5734962498479971,6,148450000.0,136560967.0,160339033.0,-8.0,honda freed (2009-2014) psd
112,0.796554601440767,7,173410402.0,161521368.0,185299435.0,-7.0,honda freed (2009-2014) psd
113,1.105511777023259,9,153674167.0,141785133.0,165563200.0,-8.0,honda freed (2009-2014) psd
114,0.18885524556104732,8,151916220.0,140027187.0,163805254.0,-8.0,honda freed (2009-2014) psd
115,-0.8617415422627956,7,164808321.0,152919288.0,176697354.0,-7.0,honda freed (2009-2014) psd
116,-0.46592595222439026,7,163004211.0,151115177.0,174893244.0,-7.0,honda freed (2009-2014) psd
117,1.5668581095431928,9,151267643.0,139378610.0,163156676.0,-8.0,honda freed (2009-2014) psd
118,2.3101692664675872,8,159489372.0,147600339.0,171378406.0,-7.0,honda freed (2009-2014) psd
119,-0.016187568892256626,7,166234096.0,154345063.0,178123129.0,-7.0,honda freed (2009-2014) psd
120,-0.8216244698697579,6,176657745.0,164768712.0,188546778.0,-7.0,honda freed (2009-2014) psd
121,0.40454641873596003,9,152025900.0,140136867.0,163914934.0,-8.0,honda freed (2009-2014) psd
122,0.596743102754765,7,164260568.0,152371535.0,176149602.0,-7.0,honda freed (2009-2014) psd
123,-0.9073375666724751,5,186850715.0,174961682.0,198739748.0,-6.0,honda freed (2009-2014) psd
124,-1.0298865555644785,6,173219474.0,161330441.0,185108508.0,-7.0,honda freed (2009-2014) psd
125,-0.7397806894629742,6,183811821.0,171922788.0,195700855.0,-6.0,honda freed (2009-2014) psd
126,-0.6743428105749482,6,183968488.0,172079455.0,195857521.0,-6.0,honda freed (2009-2014) psd
127,0.36337689228322845,6,173152500.0,161263467.0,185041533.0,-7.0,honda freed (2009-2014) psd
128,0.5877043796538646,6,148450000.0,136560967.0,160339033.0,-8.0,honda freed (2009-2014) psd
129,-0.7088261582955068,0,154663333.0,142774300.0,166552367.0,-8.0,honda freed (2009-2014) psd
130,0.3280577722211481,10,141887287.0,129998254.0,153776321.0,-8.0,honda freed (2009-2014) psd
131,1.7321243514463012,1,167250000.0,155360967.0,179139033.0,-7.0,honda freed (2009-2014) psd
132,-1.5591161749346683,5,205547857.0,193658824.0,217436890.0,-6.0,honda freed (2009-2014) psd
133,-1.080651986679125,8,142485833.0,130596800.0,154374867.0,-8.0,honda freed (2009-2014) psd
134,-1.2569689962090191,9,139395417.0,127506383.0,151284450.0,-9.0,honda freed (2009-2014) psd
135,-0.12069006611362651,8,164596695.0,152707662.0,176485728.0,-7.0,honda freed (2009-2014) psd
136,1.8243998088565214,10,149730000.0,137840967.0,161619033.0,-8.0,honda freed (2009-2014) psd
137,-0.5940777112577053,6,178329762.0,166440729.0,190218795.0,-7.0,honda freed (2009-2014) psd
138,0.24237562994959844,9,143937192.0,132048159.0,155826226.0,-8.0,honda freed (2009-2014) psd
139,-0.825462831734524,5,186694508.0,174805475.0,198583541.0,-6.0,honda freed (2009-2014) psd
140,-0.8283416031330983,7,165496988.0,153607954.0,177386021.0,-7.0,honda freed (2009-2014) psd
141,0.3278101359718084,8,152904363.0,141015330.0,164793396.0,-8.0,honda freed (2009-2014) psd
142,0.4214785472845647,6,168762500.0,156873467.0,180651533.0,-7.0,honda freed (2009-2014) psd
